"burst_","x1_","x2_","y1_","y2_","sl_","ta_","t1_","t2_","dt_","tod_end_","case_","step_id_","wet","log_sl_"
23,1781895.0634964807,1781880.2565496173,2412454.9751896313,2412430.5846220087,28.533234383006945,-2.526683448851575,"2010/02/10 08:20:55","2010/02/10 08:31:07","10.2","night",FALSE,2,0,3.351069526588303
23,1781895.0634964807,1781984.985176671,2412454.9751896313,2412427.3137278017,94.08009905836278,-0.7087107434649853,"2010/02/10 08:20:55","2010/02/10 08:31:07","10.2","night",FALSE,2,0,4.544146537066034
23,1781895.0634964807,1781944.8468259638,2412454.9751896313,2412473.1074953577,52.98264249149336,-0.06099005181451117,"2010/02/10 08:20:55","2010/02/10 08:31:07","10.2","night",FALSE,2,0,3.96996435975173
23,1781895.0634964807,1781921.7777940496,2412454.9751896313,2412439.680442867,30.782835691152464,-0.93025666997262,"2010/02/10 08:20:55","2010/02/10 08:31:07","10.2","night",FALSE,2,0,3.4269572518849896
23,1781798.0710453847,1781809.5806925027,2412715.6943585095,2412720.352080505,12.416374308365167,-1.5424166587938917,"2010/02/10 08:31:07","2010/02/10 08:40:08","9.01666666666667","night",TRUE,3,0,2.5190161102452358
23,1781798.0710453847,1781878.7125910025,2412715.6943585095,2412628.7427239,118.59024260395198,-2.7499824617935116,"2010/02/10 08:31:07","2010/02/10 08:40:08","9.01666666666667","night",FALSE,3,0,4.775674211711621
23,1781798.0710453847,1781803.52509718,2412715.6943585095,2412722.165956203,8.463347900751934,-1.0564346939237144,"2010/02/10 08:31:07","2010/02/10 08:40:08","9.01666666666667","night",FALSE,3,0,2.135744828285901
23,1781798.0710453847,1781811.6562680497,2412715.6943585095,2412737.096707512,25.349927370522643,-0.9217370878498825,"2010/02/10 08:31:07","2010/02/10 08:40:08","9.01666666666667","night",FALSE,3,0,3.2327758649649474
23,1781798.0710453847,1781844.8042971888,2412715.6943585095,2412966.736721924,255.35517432161498,-0.5402046072319238,"2010/02/10 08:31:07","2010/02/10 08:40:08","9.01666666666667","night",FALSE,3,0,5.542655416532816
23,1781798.0710453847,1781748.7294719636,2412715.6943585095,2412827.0908761714,121.83503196905062,0.060809816647500625,"2010/02/10 08:31:07","2010/02/10 08:40:08","9.01666666666667","night",FALSE,3,0,4.80266793271496
23,1781798.0710453847,1781853.4402380828,2412715.6943585095,2412788.5919125276,91.54125235042117,-1.0057384079266516,"2010/02/10 08:31:07","2010/02/10 08:40:08","9.01666666666667","night",FALSE,3,0,4.516789716041036
23,1781798.0710453847,1781649.370473642,2412715.6943585095,2412599.048867248,188.99214446171376,1.8798177351047807,"2010/02/10 08:31:07","2010/02/10 08:40:08","9.01666666666667","night",FALSE,3,0,5.241705450501212
23,1781798.0710453847,1782335.7277356817,2412715.6943585095,2412342.0019812617,654.7676759234353,-2.5343395267595117,"2010/02/10 08:31:07","2010/02/10 08:40:08","9.01666666666667","night",FALSE,3,0,6.48428047947006
23,1781798.0710453847,1781803.866982212,2412715.6943585095,2412667.849161116,48.194976888817145,2.9059900983333886,"2010/02/10 08:31:07","2010/02/10 08:40:08","9.01666666666667","night",FALSE,3,0,3.875254801700951
23,1781809.5806925027,1781811.5159753673,2412720.352080505,2412721.878830451,2.4650122036607316,0.28340340504424116,"2010/02/10 08:40:08","2010/02/10 08:50:23","10.2499833345413","night",TRUE,4,0,0.9021967582575431
23,1781809.5806925027,1781811.3388470146,2412720.352080505,2412714.6293379045,5.986726163777899,-1.6572609399631981,"2010/02/10 08:40:08","2010/02/10 08:50:23","10.2499833345413","night",FALSE,4,0,1.78954471242681
23,1781809.5806925027,1781574.2037689483,2412720.352080505,2412832.5268082665,260.7402264520362,2.3123259571535533,"2010/02/10 08:40:08","2010/02/10 08:50:23","10.2499833345413","night",FALSE,4,0,5.563524610731748
23,1781809.5806925027,1781685.3209121907,2412720.352080505,2412788.929697601,141.92738484791525,2.252766054173404,"2010/02/10 08:40:08","2010/02/10 08:50:23","10.2499833345413","night",FALSE,4,0,4.95531555249437
23,1781809.5806925027,1781728.8969087359,2412720.352080505,2412686.4569489956,87.5143011338936,-3.1284151763502757,"2010/02/10 08:40:08","2010/02/10 08:50:23","10.2499833345413","night",FALSE,4,0,4.4718022215386695
23,1781809.5806925027,1781794.4100759155,2412720.352080505,2412717.934198224,15.362088476491147,2.9151084639553395,"2010/02/10 08:40:08","2010/02/10 08:50:23","10.2499833345413","night",FALSE,4,0,2.7319026869982035
23,1781809.5806925027,1781898.7048438396,2412720.352080505,2412726.501096873,89.33602159173662,-0.31564952242731514,"2010/02/10 08:40:08","2010/02/10 08:50:23","10.2499833345413","night",FALSE,4,0,4.492404783834791
23,1781809.5806925027,1781792.9510157525,2412720.352080505,2412681.555375624,42.210549136663715,-2.360277121014739,"2010/02/10 08:40:08","2010/02/10 08:50:23","10.2499833345413","night",FALSE,4,0,3.742670169344081
23,1781809.5806925027,1781769.0073048042,2412720.352080505,2412612.177307014,115.53346445588107,-2.314164785877574,"2010/02/10 08:40:08","2010/02/10 08:50:23","10.2499833345413","night",FALSE,4,0,4.749560223545363
23,1781809.5806925027,1781737.9388195677,2412720.352080505,2412761.0675037624,82.40329877286013,2.2402597804363644,"2010/02/10 08:40:08","2010/02/10 08:50:23","10.2499833345413","night",FALSE,4,0,4.411625469765316
23,1781811.5159753673,1781795.9734820414,2412721.878830451,2412720.5254615555,15.601304629835509,2.560511388320866,"2010/02/10 08:50:23","2010/02/10 09:00:23","10.0000166654587","night",TRUE,5,0,2.7473545408763487
23,1781811.5159753673,1781815.062249684,2412721.878830451,2412824.931705259,103.1138742735732,0.8684601249816614,"2010/02/10 08:50:23","2010/02/10 09:00:23","10.0000166654587","night",FALSE,5,0,4.635833953002733
23,1781811.5159753673,1781832.2517187025,2412721.878830451,2412836.4147127913,116.39776370309445,0.723757203134049,"2010/02/10 08:50:23","2010/02/10 09:00:23","10.0000166654587","night",FALSE,5,0,4.757013322940053
23,1781811.5159753673,1781775.2150881658,2412721.878830451,2412712.3843060145,37.52199895919794,2.729475130635352,"2010/02/10 08:50:23","2010/02/10 09:00:23","10.0000166654587","night",FALSE,5,0,3.6249273998829703
23,1781811.5159753673,1781793.2081728796,2412721.878830451,2412524.0503401053,198.67382118536835,-2.3310148881832737,"2010/02/10 08:50:23","2010/02/10 09:00:23","10.0000166654587","night",FALSE,5,0,5.291664390426828
23,1781811.5159753673,1781824.9007558918,2412721.878830451,2412655.0857395185,68.12099049480584,-2.0409617616021585,"2010/02/10 08:50:23","2010/02/10 09:00:23","10.0000166654587","night",FALSE,5,0,4.221285396129262
23,1781811.5159753673,1781822.8304765413,2412721.878830451,2412743.356943932,24.276064250998548,0.4180078637511123,"2010/02/10 08:50:23","2010/02/10 09:00:23","10.0000166654587","night",FALSE,5,0,3.1894908546581333
23,1781811.5159753673,1781825.4205874624,2412721.878830451,2412739.854682952,22.72596556040159,0.24447637971251857,"2010/02/10 08:50:23","2010/02/10 09:00:23","10.0000166654587","night",FALSE,5,0,3.123508128067475
23,1781811.5159753673,1781553.798736517,2412721.878830451,2412826.890959765,278.29071580568433,2.086725375034716,"2010/02/10 08:50:23","2010/02/10 09:00:23","10.0000166654587","night",FALSE,5,0,5.628666307593357
23,1781811.5159753673,1781794.1076199508,2412721.878830451,2412827.828183868,107.36999733534152,1.0657118847776417,"2010/02/10 08:50:23","2010/02/10 09:00:23","10.0000166654587","night",FALSE,5,0,4.676280788628511
24,1781711.65719189,1781732.2966763906,2413001.4279628843,2413085.683011743,86.74619057105413,-0.5964334551692012,"2010/02/10 09:22:21","2010/02/10 09:32:06","9.75001666943232","night",TRUE,2,0,4.4629865051371755
24,1781711.65719189,1781719.3698191948,2413001.4279628843,2412930.475623059,71.37029596853792,2.893669245143716,"2010/02/10 09:22:21","2010/02/10 09:32:06","9.75001666943232","night",FALSE,2,0,4.267881759934416
24,1781711.65719189,1781695.8033223632,2413001.4279628843,2413043.7914015613,45.23279911220887,0.0018997691020887775,"2010/02/10 09:22:21","2010/02/10 09:32:06","9.75001666943232","night",FALSE,2,0,3.8118224677612367
24,1781711.65719189,1781626.6829971191,2413001.4279628843,2412958.3047834383,95.29020087348187,1.6842146599525902,"2010/02/10 09:22:21","2010/02/10 09:32:06","9.75001666943232","night",FALSE,2,0,4.556926981380562
24,1781711.65719189,1781901.7363594181,2413001.4279628843,2413009.916931208,190.2686324946335,-1.8823656115572913,"2010/02/10 09:22:21","2010/02/10 09:32:06","9.75001666943232","night",FALSE,2,0,5.248436928843181
24,1781711.65719189,1781542.0480969795,2413001.4279628843,2412878.855269811,209.26373351254645,1.840380774513818,"2010/02/10 09:22:21","2010/02/10 09:32:06","9.75001666943232","night",FALSE,2,0,5.343595339294969
24,1781711.65719189,1781703.297662498,2413001.4279628843,2412985.617887149,17.884077454635236,2.2990130351031737,"2010/02/10 09:22:21","2010/02/10 09:32:06","9.75001666943232","night",FALSE,2,0,2.8839107893081866
24,1781711.65719189,1781661.6377107515,2413001.4279628843,2413017.2217412046,52.45371223274113,0.9087512381806326,"2010/02/10 09:22:21","2010/02/10 09:32:06","9.75001666943232","night",FALSE,2,0,3.959931108939117
24,1781711.65719189,1781757.4971998355,2413001.4279628843,2412824.8685863162,182.41304718277897,3.039413762422556,"2010/02/10 09:22:21","2010/02/10 09:32:06","9.75001666943232","night",FALSE,2,0,5.20627360568938
24,1781711.65719189,1781999.3261368163,2413001.4279628843,2413241.120051729,374.440541781737,-1.2323235691883268,"2010/02/10 09:22:21","2010/02/10 09:32:06","9.75001666943232","night",FALSE,2,0,5.925433023414517
26,1781709.4147722966,1781750.407353172,2413094.2569264965,2413079.124527125,43.69646664858035,-3.112594514817024,"2010/02/10 10:21:09","2010/02/10 10:31:27","10.3000166654587","night",TRUE,2,0,3.7772672441090633
26,1781709.4147722966,1781696.2694888012,2413094.2569264965,2413041.9676079964,53.91633618281871,1.7071349187563776,"2010/02/10 10:21:09","2010/02/10 10:31:27","10.3000166654587","night",FALSE,2,0,3.9874335151637044
26,1781709.4147722966,1781582.5232592118,2413094.2569264965,2413230.2154741157,185.97360770740474,-0.4372496242059696,"2010/02/10 10:21:09","2010/02/10 10:31:27","10.3000166654587","night",FALSE,2,0,5.2256047695990775
26,1781709.4147722966,1781780.0910513583,2413094.2569264965,2413158.305698635,95.38019518989405,-2.02271774995104,"2010/02/10 10:21:09","2010/02/10 10:31:27","10.3000166654587","night",FALSE,2,0,4.55787095931267
26,1781709.4147722966,1781716.3024342635,2413094.2569264965,2413098.7823072243,8.241295899416112,-2.1776633536264676,"2010/02/10 10:21:09","2010/02/10 10:31:27","10.3000166654587","night",FALSE,2,0,2.109157600902469
26,1781709.4147722966,1781693.0473423381,2413094.2569264965,2413105.322681269,19.7571175057059,-0.21186392523789221,"2010/02/10 10:21:09","2010/02/10 10:31:27","10.3000166654587","night",FALSE,2,0,2.9835138064615845
26,1781709.4147722966,1781431.5777830037,2413094.2569264965,2413172.4379716935,288.6272136291746,0.10833111534082063,"2010/02/10 10:21:09","2010/02/10 10:31:27","10.3000166654587","night",FALSE,2,0,5.665135937213631
26,1781709.4147722966,1781718.2355764874,2413094.2569264965,2413094.4393001567,8.822689313682808,-2.738290248850856,"2010/02/10 10:21:09","2010/02/10 10:31:27","10.3000166654587","night",FALSE,2,0,2.177326734391225
26,1781709.4147722966,1781637.17617233,2413094.2569264965,2413004.95238657,114.86390284399386,1.2732809489868036,"2010/02/10 10:21:09","2010/02/10 10:31:27","10.3000166654587","night",FALSE,2,0,4.743747973998642
26,1781709.4147722966,1781734.2604143275,2413094.2569264965,2413165.181361504,75.15039194213502,-1.5251186353677932,"2010/02/10 10:21:09","2010/02/10 10:31:27","10.3000166654587","night",FALSE,2,0,4.319491331649588
32,1781738.3578278995,1781737.1599214973,2413037.2471717712,2413079.5094562406,42.279258133445566,0.3121368471497199,"2010/02/10 14:10:48","2010/02/10 14:20:33","9.75","day",TRUE,2,0,3.744296614335455
32,1781738.3578278995,1781773.8094971343,2413037.2471717712,2413062.6973663154,43.64095844361695,-0.6643682264726702,"2010/02/10 14:10:48","2010/02/10 14:20:33","9.75","day",FALSE,2,0,3.7759961232263777
32,1781738.3578278995,1781699.775563752,2413037.2471717712,2413048.0321512446,40.06128915769885,1.5820214657518537,"2010/02/10 14:10:48","2010/02/10 14:20:33","9.75","day",FALSE,2,0,3.6904105103913496
32,1781738.3578278995,1781704.8523471747,2413037.2471717712,2413100.757719159,71.80673274909054,0.7692498380491504,"2010/02/10 14:10:48","2010/02/10 14:20:33","9.75","day",FALSE,2,0,4.273978242536663
32,1781738.3578278995,1781759.6867132792,2413037.2471717712,2412993.043129705,49.08073640988097,-2.4082349560915848,"2010/02/10 14:10:48","2010/02/10 14:20:33","9.75","day",FALSE,2,0,3.893466624006451
32,1781738.3578278995,1781715.1019202112,2413037.2471717712,2413024.6415451434,26.452581444479364,2.3513073554908615,"2010/02/10 14:10:48","2010/02/10 14:20:33","9.75","day",FALSE,2,0,3.2753537506867945
32,1781738.3578278995,1781661.1860682103,2413037.2471717712,2413016.8034577006,79.8337393495702,2.1135595564299257,"2010/02/10 14:10:48","2010/02/10 14:20:33","9.75","day",FALSE,2,0,4.379946213968302
32,1781738.3578278995,1781734.5768154087,2413037.2471717712,2413043.678914832,7.46078911753245,0.815250613514773,"2010/02/10 14:10:48","2010/02/10 14:20:33","9.75","day",FALSE,2,0,2.009661188451465
32,1781738.3578278995,1781757.4420535206,2413037.2471717712,2413044.002782167,20.244652117847025,-0.9467721932503235,"2010/02/10 14:10:48","2010/02/10 14:20:33","9.75","day",FALSE,2,0,3.007890665728039
32,1781738.3578278995,1781775.2222530923,2413037.2471717712,2413000.1755558667,52.280881309979435,-2.0751969179613674,"2010/02/10 14:10:48","2010/02/10 14:20:33","9.75","day",FALSE,2,0,3.956630746111629
32,1781737.1599214973,1781733.588827282,2413079.5094562406,2413085.5529615665,7.019734362458311,0.5053628633661358,"2010/02/10 14:20:33","2010/02/10 14:30:18","9.76663333574931","day",TRUE,3,0,1.9487253772161113
32,1781737.1599214973,1781707.3762078702,2413079.5094562406,2413017.8555726963,68.47094970516122,2.663236035500623,"2010/02/10 14:20:33","2010/02/10 14:30:18","9.76663333574931","day",FALSE,3,0,4.226409563420322
32,1781737.1599214973,1781602.227282665,2413079.5094562406,2413091.5852733767,135.47192469937104,1.4532019801656992,"2010/02/10 14:20:33","2010/02/10 14:30:18","9.76663333574931","day",FALSE,3,0,4.908764421060709
32,1781737.1599214973,1781591.7246763094,2413079.5094562406,2413186.486076027,180.5419832721551,0.908262857679826,"2010/02/10 14:20:33","2010/02/10 14:30:18","9.76663333574931","day",FALSE,3,0,5.195963345032642
32,1781737.1599214973,1781666.2782777345,2413079.5094562406,2413057.3700150484,74.25875220331923,1.8452018900099674,"2010/02/10 14:20:33","2010/02/10 14:30:18","9.76663333574931","day",FALSE,3,0,4.3075556455283
32,1781737.1599214973,1781715.738121283,2413079.5094562406,2413059.7690459937,29.130350515233125,2.28703229800324,"2010/02/10 14:20:33","2010/02/10 14:30:18","9.76663333574931","day",FALSE,3,0,3.371780603691024
32,1781737.1599214973,1781736.2067846714,2413079.5094562406,2413080.720210464,1.5409073946375151,0.6385660601413541,"2010/02/10 14:20:33","2010/02/10 14:30:18","9.76663333574931","day",FALSE,3,0,0.4323714602022714
32,1781737.1599214973,1781739.363863582,2413079.5094562406,2413124.4803619124,45.02487887421783,-0.07730598274425837,"2010/02/10 14:20:33","2010/02/10 14:30:18","9.76663333574931","day",FALSE,3,0,3.8072152008689026
