"burst_","x1_","x2_","y1_","y2_","sl_","ta_","t1_","t2_","dt_","tod_end_","step_id_","case_","wet","log_sl_"
16,1780468.4410960225,1780473.6401022833,2412230.092848462,2412255.685180097,26.115074279156673,2.3733290279992048,"2010/02/10 03:20:10","2010/02/10 03:30:24","10.2333333333333","night",3,FALSE,1,3.262512706194256
16,1780468.4410960225,1780479.483001645,2412230.092848462,2412224.545196666,12.35718900993391,0.5373723030286136,"2010/02/10 03:20:10","2010/02/10 03:30:24","10.2333333333333","night",3,FALSE,1,2.514237999783492
16,1780468.4410960225,1780508.19426605,2412230.092848462,2412288.9446828566,71.02008827672078,1.9796701764873137,"2010/02/10 03:20:10","2010/02/10 03:30:24","10.2333333333333","night",3,FALSE,1,4.262962770498128
16,1780468.4410960225,1780477.6991315836,2412230.092848462,2412220.2473727823,13.514607423526485,0.18681356500868304,"2010/02/10 03:20:10","2010/02/10 03:30:24","10.2333333333333","night",3,FALSE,1,2.603771131842706
16,1780468.4410960225,1780418.6866789954,2412230.092848462,2412094.5337418024,144.40143147487564,-0.9196099696063147,"2010/02/10 03:20:10","2010/02/10 03:30:24","10.2333333333333","night",3,FALSE,0,4.972597139670501
16,1780468.4410960225,1780251.7299505714,2412230.092848462,2412356.6560253906,250.96206549395117,-2.667225260556287,"2010/02/10 03:20:10","2010/02/10 03:30:24","10.2333333333333","night",3,FALSE,0,5.5253017942197324
16,1780468.4410960225,1780481.0979466604,2412230.092848462,2412220.334988825,15.981604824361389,0.34617457014072905,"2010/02/10 03:20:10","2010/02/10 03:30:24","10.2333333333333","night",3,FALSE,1,2.7714383623520766
16,1780479.6286337376,1780469.4731317374,2412212.555622028,2412217.1662480226,11.153120322793358,-2.564817876345231,"2010/02/10 03:30:24","2010/02/10 03:40:46","10.3666833321253","night",4,TRUE,1,2.411719308333418
16,1780479.6286337376,1780501.561602447,2412212.555622028,2412223.0979319974,24.335065561811213,-2.2673584253597,"2010/02/10 03:30:24","2010/02/10 03:40:46","10.3666833321253","night",4,FALSE,1,3.1919183374182674
16,1780479.6286337376,1780469.912709803,2412212.555622028,2412212.633805958,9.716238502059474,0.41813082346026703,"2010/02/10 03:30:24","2010/02/10 03:40:46","10.3666833321253","night",4,FALSE,1,2.2737985581893523
16,1780479.6286337376,1780498.436824451,2412212.555622028,2412589.872391535,377.7852466532799,-1.1944246804449916,"2010/02/10 03:30:24","2010/02/10 03:40:46","10.3666833321253","night",4,FALSE,1,5.934325903625398
16,1780479.6286337376,1780480.4292323445,2412212.555622028,2412213.0335221714,0.9323876213591885,-2.1772570151119233,"2010/02/10 03:30:24","2010/02/10 03:40:46","10.3666833321253","night",4,FALSE,1,-0.07000664801420968
16,1780479.6286337376,1780407.3330662807,2412212.555622028,2412134.2418340575,106.58188617305493,1.2515136954746937,"2010/02/10 03:30:24","2010/02/10 03:40:46","10.3666833321253","night",4,FALSE,0,4.668913573963448
16,1780479.6286337376,1780446.6243108418,2412212.555622028,2412220.8183556907,34.02290548121597,0.1808666988521246,"2010/02/10 03:30:24","2010/02/10 03:40:46","10.3666833321253","night",4,FALSE,1,3.527033988412501
16,1780479.6286337376,1780442.6629990612,2412212.555622028,2412214.654763416,37.02518793451957,0.36945226619047394,"2010/02/10 03:30:24","2010/02/10 03:40:46","10.3666833321253","night",4,FALSE,1,3.6115984360226703
16,1780479.6286337376,1780412.6434497654,2412212.555622028,2412332.21282538,137.1308177827323,-0.634275750805962,"2010/02/10 03:30:24","2010/02/10 03:40:46","10.3666833321253","night",4,FALSE,1,4.920935344552154
16,1780479.6286337376,1780476.2670338084,2412212.555622028,2412213.260094906,3.4346231407774863,0.21960233852236474,"2010/02/10 03:30:24","2010/02/10 03:40:46","10.3666833321253","night",4,FALSE,1,1.2339072080915083
18,1780471.4838713994,1780469.4505130737,2412223.4185019424,2412216.873814156,6.8532827393081055,NA,"2010/02/10 05:00:43","2010/02/10 05:10:14","9.50001666545868","night",5,TRUE,1,1.9247277694949274
18,1780471.4838713994,1780442.1064324512,2412223.4185019424,2412269.5743622044,54.71194892968823,-2.2735446383558005,"2010/02/10 05:00:43","2010/02/10 05:10:14","9.50001666545868","night",5,FALSE,1,4.002082130356411
18,1780471.4838713994,1780560.9435570112,2412223.4185019424,2412191.8592018364,94.86318976795198,1.5328834611283517,"2010/02/10 05:00:43","2010/02/10 05:10:14","9.50001666545868","night",5,FALSE,1,4.5524357459430425
18,1780471.4838713994,1780435.1870361902,2412223.4185019424,2412101.9240809944,126.80045176439924,0.01092109787886003,"2010/02/10 05:00:43","2010/02/10 05:10:14","9.50001666545868","night",5,FALSE,1,4.8426146048074985
18,1780471.4838713994,1780482.690526677,2412223.4185019424,2412217.7681208216,12.550535021383464,1.4050289527865536,"2010/02/10 05:00:43","2010/02/10 05:10:14","9.50001666545868","night",5,FALSE,1,2.529763295855043
18,1780471.4838713994,1780634.4421932013,2412223.4185019424,2411965.8713047085,304.7720024009586,0.8653735643468018,"2010/02/10 05:00:43","2010/02/10 05:10:14","9.50001666545868","night",5,FALSE,0,5.719563963953604
18,1780471.4838713994,1780346.9544804357,2412223.4185019424,2412078.809880242,190.83821075417822,-0.4096968607310867,"2010/02/10 05:00:43","2010/02/10 05:10:14","9.50001666545868","night",5,FALSE,0,5.25142600497085
18,1780471.4838713994,1780469.5572274309,2412223.4185019424,2412260.3639004296,36.995600094769934,-2.78825787592244,"2010/02/10 05:00:43","2010/02/10 05:10:14","9.50001666545868","night",5,FALSE,1,3.6107989892155445
18,1780471.4838713994,1780506.2293096045,2412223.4185019424,2412230.855752035,35.53249449458197,2.082897539386727,"2010/02/10 05:00:43","2010/02/10 05:10:14","9.50001666545868","night",5,FALSE,1,3.5704476156906666
18,1780471.4838713994,1780501.4044238569,2412223.4185019424,2412246.7061509956,37.91509010637453,2.533408410090907,"2010/02/10 05:00:43","2010/02/10 05:10:14","9.50001666545868","night",5,FALSE,1,3.635349188686394
18,1780469.4505130737,1780468.8914429126,2412216.873814156,2412219.6925319848,2.873626566598126,-2.644558263992229,"2010/02/10 05:10:14","2010/02/10 05:20:27","10.2166666666667","night",6,TRUE,1,1.0555748441408193
18,1780469.4505130737,1780335.289942825,2412216.873814156,2412405.5743102217,231.5317166717893,0.4222502969765993,"2010/02/10 05:10:14","2010/02/10 05:20:27","10.2166666666667","night",6,FALSE,0,5.444716869203678
18,1780469.4505130737,1780573.612380623,2412216.873814156,2412398.003204838,208.94389395298245,-0.7176868410539239,"2010/02/10 05:10:14","2010/02/10 05:20:27","10.2166666666667","night",6,FALSE,1,5.3420657659399335
18,1780469.4505130737,1780677.4451601284,2412216.873814156,2412347.16583144,245.43386679795358,-1.2069773353128177,"2010/02/10 05:10:14","2010/02/10 05:20:27","10.2166666666667","night",6,FALSE,0,5.503027529266417
18,1780469.4505130737,1780462.470396158,2412216.873814156,2412218.727799011,7.222139018229953,1.1153804119397435,"2010/02/10 05:10:14","2010/02/10 05:20:27","10.2166666666667","night",6,FALSE,1,1.97715117194028
18,1780469.4505130737,1780471.0981000802,2412216.873814156,2412216.861587342,1.6476323737153131,-1.7740180655595612,"2010/02/10 05:10:14","2010/02/10 05:20:27","10.2166666666667","night",6,FALSE,1,0.49933933240065626
18,1780469.4505130737,1780468.4170703124,2412216.873814156,2412217.966320006,1.5038527102451644,0.5618224829365819,"2010/02/10 05:10:14","2010/02/10 05:20:27","10.2166666666667","night",6,FALSE,1,0.40803028871415215
18,1780469.4505130737,1780474.11331826,2412216.873814156,2412201.3178411033,16.239767542085136,-3.0461718295983697,"2010/02/10 05:10:14","2010/02/10 05:20:27","10.2166666666667","night",6,FALSE,1,2.787463020720073
18,1780469.4505130737,1780476.476171326,2412216.873814156,2412326.2471919763,109.59879401570723,-0.25994824285824514,"2010/02/10 05:10:14","2010/02/10 05:20:27","10.2166666666667","night",6,FALSE,1,4.696826370947055
18,1780469.4505130737,1780567.822882998,2412216.873814156,2412080.221912623,168.3771521232406,-2.7134523642707182,"2010/02/10 05:10:14","2010/02/10 05:20:27","10.2166666666667","night",6,FALSE,0,5.126206416375587
21,1780581.7567665624,1780621.030338051,2412246.1634857184,2412427.357359519,185.40127648001186,NA,"2010/02/10 07:20:38","2010/02/10 07:30:04","9.43333333333333","night",7,TRUE,0,5.222522538113511
21,1780581.7567665624,1780615.804374757,2412246.1634857184,2412265.205498478,39.0107404917298,-0.8474120933147482,"2010/02/10 07:20:38","2010/02/10 07:30:04","9.43333333333333","night",7,FALSE,1,3.663837005438633
21,1780581.7567665624,1780676.7267879508,2412246.1634857184,2412334.6788831707,129.8240368676678,-0.6071143413524709,"2010/02/10 07:20:38","2010/02/10 07:30:04","9.43333333333333","night",7,FALSE,0,4.866179971005908
21,1780581.7567665624,1780614.88090102,2412246.1634857184,2412252.3993184436,33.705991950080325,-1.1712705157970884,"2010/02/10 07:20:38","2010/02/10 07:30:04","9.43333333333333","night",7,FALSE,1,3.517675624226301
21,1780581.7567665624,1780665.4332286532,2412246.1634857184,2412267.9378576893,86.4631342410106,-1.1027741007605307,"2010/02/10 07:20:38","2010/02/10 07:30:04","9.43333333333333","night",7,FALSE,0,4.459718129345924
21,1780581.7567665624,1780497.721137552,2412246.1634857184,2412273.6958128996,88.43085424881734,1.4676375624355045,"2010/02/10 07:20:38","2010/02/10 07:30:04","9.43333333333333","night",7,FALSE,1,4.482220938710807
21,1780581.7567665624,1780626.2255371066,2412246.1634857184,2412285.381654948,59.29195857300478,-0.6346098406935887,"2010/02/10 07:20:38","2010/02/10 07:30:04","9.43333333333333","night",7,FALSE,1,4.082473690956854
21,1780581.7567665624,1780447.7877633802,2412246.1634857184,2412287.810865625,140.29325738149456,1.482841341814469,"2010/02/10 07:20:38","2010/02/10 07:30:04","9.43333333333333","night",7,FALSE,1,4.943734927375479
21,1780581.7567665624,1780795.0997729618,2412246.1634857184,2412458.828076897,301.23324305392515,-0.5735434778799444,"2010/02/10 07:20:38","2010/02/10 07:30:04","9.43333333333333","night",7,FALSE,0,5.707884858540492
21,1780581.7567665624,1780634.4924288632,2412246.1634857184,2412255.9717741082,53.64002795898283,-1.173460631744783,"2010/02/10 07:20:38","2010/02/10 07:30:04","9.43333333333333","night",7,FALSE,1,3.9822955796471753
21,1780621.030338051,1780978.0372690926,2412427.357359519,2412467.5337273306,359.26047561937315,-1.2452839823942146,"2010/02/10 07:30:04","2010/02/10 07:40:11","10.1166499972343","night",8,TRUE,0,5.8840476842260605
21,1780621.030338051,1780718.128923006,2412427.357359519,2412480.0271449587,110.46375649275095,0.38495234908339115,"2010/02/10 07:30:04","2010/02/10 07:40:11","10.1166499972343","night",8,FALSE,1,4.70468747161479
21,1780621.030338051,1780710.1097006102,2412427.357359519,2412474.9946251824,101.01703774014618,0.3790125811586376,"2010/02/10 07:30:04","2010/02/10 07:40:11","10.1166499972343","night",8,FALSE,1,4.615289193111114
21,1780621.030338051,1780670.8169056443,2412427.357359519,2412402.6921172217,55.561465876178,-0.5720417586194646,"2010/02/10 07:30:04","2010/02/10 07:40:11","10.1166499972343","night",8,FALSE,1,4.017489901198611
21,1780621.030338051,1780590.899461311,2412427.357359519,2412503.731840398,82.10317328002456,1.8345001482501309,"2010/02/10 07:30:04","2010/02/10 07:40:11","10.1166499972343","night",8,FALSE,0,4.407976667112466
21,1780621.030338051,1780628.6389756536,2412427.357359519,2412432.907091563,9.417584187284815,0.5181203602643344,"2010/02/10 07:30:04","2010/02/10 07:40:11","10.1166499972343","night",8,FALSE,0,2.242578599995636
21,1780621.030338051,1780490.9108238616,2412427.357359519,2412426.0142714195,130.12644565407055,3.039849079929583,"2010/02/10 07:30:04","2010/02/10 07:40:11","10.1166499972343","night",8,FALSE,1,4.868506636606911
21,1780621.030338051,1780608.2695241312,2412427.357359519,2412445.407567255,22.105392356119847,2.07411445272519,"2010/02/10 07:30:04","2010/02/10 07:40:11","10.1166499972343","night",8,FALSE,0,3.0958215767755055
21,1780621.030338051,1780681.0110697504,2412427.357359519,2412376.3496184833,78.73676282880994,-0.81679263045329,"2010/02/10 07:30:04","2010/02/10 07:40:11","10.1166499972343","night",8,FALSE,1,4.366110172514126
21,1780621.030338051,1780589.939736017,2412427.357359519,2412400.2718667546,41.234081208845915,-2.536995786190026,"2010/02/10 07:30:04","2010/02/10 07:40:11","10.1166499972343","night",8,FALSE,1,3.7192651282096447
23,1781825.316581714,1781895.0634964807,2412424.637753031,2412454.9751896313,76.05913606493175,NA,"2010/02/10 08:11:00","2010/02/10 08:20:55","9.90005000034968","night",9,TRUE,0,4.331511143836232
23,1781825.316581714,1781810.5067787906,2412424.637753031,2412134.9149656477,290.1010578950083,-2.032149383875992,"2010/02/10 08:11:00","2010/02/10 08:20:55","9.90005000034968","night",9,FALSE,0,5.670229337777063
23,1781825.316581714,1781799.4497145799,2412424.637753031,2412515.67778479,94.64344772844163,1.4373468698681489,"2010/02/10 08:11:00","2010/02/10 08:20:55","9.90005000034968","night",9,FALSE,0,4.550116648935166
23,1781825.316581714,1781924.0010790108,2412424.637753031,2412492.6100197807,119.82845677807536,0.19287810911589498,"2010/02/10 08:11:00","2010/02/10 08:20:55","9.90005000034968","night",9,FALSE,0,4.786061193184354
23,1781825.316581714,1781841.0040121088,2412424.637753031,2412438.5286245877,20.953562584599243,0.3144532517299756,"2010/02/10 08:11:00","2010/02/10 08:20:55","9.90005000034968","night",9,FALSE,0,3.04230868368183
23,1781825.316581714,1781838.579428148,2412424.637753031,2412503.885532963,80.34994536213532,0.9946935312512715,"2010/02/10 08:11:00","2010/02/10 08:20:55","9.90005000034968","night",9,FALSE,0,4.386391412184975
23,1781825.316581714,1781971.0797902017,2412424.637753031,2412335.7197583327,170.74344124986052,-0.9580325618316996,"2010/02/10 08:11:00","2010/02/10 08:20:55","9.90005000034968","night",9,FALSE,0,5.14016208629214
23,1781825.316581714,1781737.0367516081,2412424.637753031,2412306.0595396194,147.8313941605822,-2.621039542075005,"2010/02/10 08:11:00","2010/02/10 08:20:55","9.90005000034968","night",9,FALSE,0,4.99607239570518
23,1781825.316581714,1781831.5638031599,2412424.637753031,2412468.5489210393,44.35333642049265,1.019194814674199,"2010/02/10 08:11:00","2010/02/10 08:20:55","9.90005000034968","night",9,FALSE,0,3.7921879352494017
23,1781825.316581714,1781815.6670814005,2412424.637753031,2412404.2480397443,22.5577761363901,-2.4230989577108857,"2010/02/10 08:11:00","2010/02/10 08:20:55","9.90005000034968","night",9,FALSE,0,3.1160798462563495
23,1781895.0634964807,1781798.0710453847,2412454.9751896313,2412715.6943585095,278.1762401610168,1.5166704865084912,"2010/02/10 08:20:55","2010/02/10 08:31:07","10.2","night",10,TRUE,0,5.628254870238255
23,1781895.0634964807,1781985.6575988273,2412454.9751896313,2412678.9470095937,241.60022251082034,-0.7405245900932806,"2010/02/10 08:20:55","2010/02/10 08:31:07","10.2","night",10,FALSE,0,5.487284387048731
23,1781895.0634964807,1781867.6223740866,2412454.9751896313,2412584.5691025406,132.4673448868749,-0.1474897032304554,"2010/02/10 08:20:55","2010/02/10 08:31:07","10.2","night",10,FALSE,0,4.886336161367614
23,1781895.0634964807,1781857.9381136105,2412454.9751896313,2412610.7547513666,160.14233015555524,-0.12219866032562354,"2010/02/10 08:20:55","2010/02/10 08:31:07","10.2","night",10,FALSE,0,5.076062983278949
23,1781895.0634964807,1782036.376970038,2412454.9751896313,2412664.333421141,252.5873451100215,-0.949893251055931,"2010/02/10 08:20:55","2010/02/10 08:31:07","10.2","night",10,FALSE,0,5.531757110126269
23,1781895.0634964807,1781741.8789339578,2412454.9751896313,2412494.9811576386,158.32241683195653,0.9591857478920025,"2010/02/10 08:20:55","2010/02/10 08:31:07","10.2","night",10,FALSE,0,5.064633566665139
23,1781895.0634964807,1781933.7700738113,2412454.9751896313,2412423.6555252615,49.79076726542959,-2.6072499140159873,"2010/02/10 08:20:55","2010/02/10 08:31:07","10.2","night",10,FALSE,0,3.907829570566079
23,1781895.0634964807,1781735.2867635526,2412454.9751896313,2412466.411622343,160.18550614324988,1.143186085822145,"2010/02/10 08:20:55","2010/02/10 08:31:07","10.2","night",10,FALSE,0,5.076332557028486
23,1781895.0634964807,1781863.1219822492,2412454.9751896313,2412492.879113452,49.56780984063929,0.3440843335746139,"2010/02/10 08:20:55","2010/02/10 08:31:07","10.2","night",10,FALSE,0,3.9033416278939668
23,1781895.0634964807,1781884.8376804038,2412454.9751896313,2412431.060196101,26.009502686360644,2.3813756381975875,"2010/02/10 08:20:55","2010/02/10 08:31:07","10.2","night",10,FALSE,0,3.2584619591839834
23,1781798.0710453847,1781809.5806925027,2412715.6943585095,2412720.352080505,12.416374308365167,-1.5424166587938917,"2010/02/10 08:31:07","2010/02/10 08:40:08","9.01666666666667","night",11,TRUE,0,2.5190161102452358
23,1781798.0710453847,1781780.3364664204,2412715.6943585095,2412758.036335211,45.90597218241036,1.582904977417052,"2010/02/10 08:31:07","2010/02/10 08:40:08","9.01666666666667","night",11,FALSE,0,3.826595221509093
23,1781798.0710453847,1781780.1642709388,2412715.6943585095,2412703.1593282796,21.85816904323146,-2.915390079133695,"2010/02/10 08:31:07","2010/02/10 08:40:08","9.01666666666667","night",11,FALSE,0,3.0845747209253482
23,1781798.0710453847,1781845.2910152469,2412715.6943585095,2412685.46833886,56.06547794890032,-0.9539260840546175,"2010/02/10 08:31:07","2010/02/10 08:40:08","9.01666666666667","night",11,FALSE,0,4.026520256783318
23,1781798.0710453847,1781732.1610811953,2412715.6943585095,2412711.0701009147,66.07198451507466,2.827103903881425,"2010/02/10 08:31:07","2010/02/10 08:40:08","9.01666666666667","night",11,FALSE,0,4.190744822143977
23,1781798.0710453847,1781820.896298084,2412715.6943585095,2412752.6396029876,43.42744812134526,0.6328476969491418,"2010/02/10 08:31:07","2010/02/10 08:40:08","9.01666666666667","night",11,FALSE,0,3.771091686389469
23,1781798.0710453847,1781857.7411351874,2412715.6943585095,2412756.8103846395,72.46410988741752,0.21880890192462457,"2010/02/10 08:31:07","2010/02/10 08:40:08","9.01666666666667","night",11,FALSE,0,4.283091403254217
23,1781798.0710453847,1781863.3405588015,2412715.6943585095,2412810.2394773555,114.88641729663372,0.5820400058506799,"2010/02/10 08:31:07","2010/02/10 08:40:08","9.01666666666667","night",11,FALSE,0,4.74394396460878
23,1781798.0710453847,1781810.0852364216,2412715.6943585095,2412734.525204752,22.336999719657875,0.61836488371927,"2010/02/10 08:31:07","2010/02/10 08:40:08","9.01666666666667","night",11,FALSE,0,3.1062444838008476
23,1781798.0710453847,1781788.256568759,2412715.6943585095,2412704.200643919,15.113881914371749,-2.66208406236769,"2010/02/10 08:31:07","2010/02/10 08:40:08","9.01666666666667","night",11,FALSE,0,2.715613653571563
23,1781809.5806925027,1781811.5159753673,2412720.352080505,2412721.878830451,2.4650122036607316,0.28340340504424116,"2010/02/10 08:40:08","2010/02/10 08:50:23","10.2499833345413","night",12,TRUE,0,0.9021967582575431
23,1781809.5806925027,1781750.5410558053,2412720.352080505,2412696.2626986518,63.765014070549604,2.8610564788842163,"2010/02/10 08:40:08","2010/02/10 08:50:23","10.2499833345413","night",12,FALSE,0,4.155204671141422
23,1781809.5806925027,1781859.8060750253,2412720.352080505,2412705.967350085,52.24470804599819,-0.946874427926903,"2010/02/10 08:40:08","2010/02/10 08:50:23","10.2499833345413","night",12,FALSE,0,3.955938604299309
23,1781809.5806925027,1781830.6538756413,2412720.352080505,2412799.0813517394,81.50078034409567,0.6413231830911543,"2010/02/10 08:40:08","2010/02/10 08:50:23","10.2499833345413","night",12,FALSE,0,4.4006125949751596
23,1781809.5806925027,1781807.5119966955,2412720.352080505,2412720.739475885,2.104656153112831,2.288533643819735,"2010/02/10 08:40:08","2010/02/10 08:50:23","10.2499833345413","night",12,FALSE,0,0.7441521061017914
23,1781809.5806925027,1782000.0364120833,2412720.352080505,2412791.032867346,203.14811037626257,-0.312578158765751,"2010/02/10 08:40:08","2010/02/10 08:50:23","10.2499833345413","night",12,FALSE,0,5.313935320772275
23,1781809.5806925027,1781829.6913296438,2412720.352080505,2412738.916884517,27.369502630176562,0.07751246103296454,"2010/02/10 08:40:08","2010/02/10 08:50:23","10.2499833345413","night",12,FALSE,0,3.3094293508076986
23,1781809.5806925027,1781780.793316234,2412720.352080505,2412725.9400346195,29.3247039819164,2.281928101172235,"2010/02/10 08:40:08","2010/02/10 08:50:23","10.2499833345413","night",12,FALSE,0,3.378430300095288
23,1781809.5806925027,1781817.5808058197,2412720.352080505,2412763.910919864,44.28740565231529,0.7212207816275609,"2010/02/10 08:40:08","2010/02/10 08:50:23","10.2499833345413","night",12,FALSE,0,3.790700339843632
23,1781809.5806925027,1781832.8941691539,2412720.352080505,2412738.1492987922,29.330175116113757,-0.015923352567955185,"2010/02/10 08:40:08","2010/02/10 08:50:23","10.2499833345413","night",12,FALSE,0,3.3786168535175216
23,1781811.5159753673,1781795.9734820414,2412721.878830451,2412720.5254615555,15.601304629835509,2.560511388320866,"2010/02/10 08:50:23","2010/02/10 09:00:23","10.0000166654587","night",13,TRUE,0,2.7473545408763487
23,1781811.5159753673,1781850.9300345883,2412721.878830451,2412699.08880544,45.52859875155838,2.5304849708710413,"2010/02/10 08:50:23","2010/02/10 09:00:23","10.0000166654587","night",13,FALSE,0,3.8183406724961584
23,1781811.5159753673,1781831.0015848996,2412721.878830451,2412719.447391122,19.636722640536828,2.9305966902064364,"2010/02/10 08:50:23","2010/02/10 09:00:23","10.0000166654587","night",13,FALSE,0,2.9774014173386005
23,1781811.5159753673,1781708.5957461365,2412721.878830451,2412765.912938461,111.94452310470955,-0.49113590959631903,"2010/02/10 08:50:23","2010/02/10 09:00:23","10.0000166654587","night",13,FALSE,0,4.718003419156715
23,1781811.5159753673,1781748.2703937804,2412721.878830451,2412708.7295897612,64.59803496206227,0.11813105710533592,"2010/02/10 08:50:23","2010/02/10 09:00:23","10.0000166654587","night",13,FALSE,0,4.168183991781976
23,1781811.5159753673,1781950.417251958,2412721.878830451,2412708.399042165,139.55382234379013,2.957993451019567,"2010/02/10 08:50:23","2010/02/10 09:00:23","10.0000166654587","night",13,FALSE,0,4.938450350103744
23,1781811.5159753673,1781630.8262587597,2412721.878830451,2413077.740435261,399.10682212334325,-1.1878220807608022,"2010/02/10 08:50:23","2010/02/10 09:00:23","10.0000166654587","night",13,FALSE,0,5.98922910567793
23,1781811.5159753673,1781555.7917923164,2412721.878830451,2412595.1369404388,285.4091177258113,0.37328073861091604,"2010/02/10 08:50:23","2010/02/10 09:00:23","10.0000166654587","night",13,FALSE,0,5.653923651714676
